id,sentiment,text_tweet
1698,positive,info actor junhui at the shanghai international film festival livestreaming httpstcooulu9abozp actor junhui at siff2025 junhuiontheredcarpetsiff2025 junhui theshadowsedge jun pledis 17 httpstcosh7s7jehyg
1699,positive,17s caratdeul amp
1700,positive,haru film x kcon japan 2025 parkgunwook after popup 0618 0723 zerobaseone zb1 httpstcowqph4ad3r7
1701,positive,goblok jenius film gjls ibu httpstcoh8lcwijvun
1702,positive,poojahegde for telangana gaddar film awards event hegdepooja httpstcoxzhhqhzrtl
1703,positive,nonton gratis cgv laku suprise movie laku cgv step 1 buka apk cgv gt
1704,positive,bahaya banget laku sodomi kelas 2 sd knp ngelakuin enak nonton film jg laku gak hukum krn umur 8 korban anak bawah umur httpstcowisgydagnu
1705,positive,gue benci perang aku footage ratus rudal hypersonic lintas langit israel kayak adegan film scifi sayang film nyata jatuh efek cgi korban manusia stopwar iranisraelwar httpstcol6ny5dmqvs
1706,positive,liat performa devano film gowok kamasutra jawa liat sinematografi nya dengerin aksen ngapak nya goksssss httpstcoh8xecnk7l5
1707,positive,ramcharan and akhira nandan in akhiras film prerelease event 2030 httpstcowwav4j5wkt
1708,positive,film indonesia rilis netflix besok langsung masuk top 10 top 3 region indonesia penasaran gimana peringkat a business proposal besok httpstcouyjwo9sp1h
1709,positive,omoh blue film dey chop data oo httpstcohkdhcrhauy
1710,positive,daftar rekomendasi film bantu dapetin skor tes ielts httpstcoizhnxmdgmh
1711,positive,film senyum manies love story lulus ugmyogyakarta asli jodoh bikin ternak panas aja httpstcoz4dbkt37uu
1712,positive,join cast netflix series indo dibikinin iklan netflix masuk nominasi bus festival produser yg film nya beli netflix you have come this far beb proud of you keep growing keep blooming httpstcoeiwqb3ws2x
1713,positive,withmerna lights camera shanghai film festival siff2025 beltandroad film cema stvf2025 httpstconrvjewhy8f
1714,positive,bioskop 12 juni hati hati sosok ini httpstcohxsin4g5tk
1715,positive,gusy 17s vernon main pilem cameo film kpop s aaakkkkk tayang 2026 httpstcold9ljv7gar
1716,positive,raya hut bhayangkara ke79 bareng kreatifitasmu tema polri masyarakat polri ajak lomba konten kreatif pilih gaya ekspresi film pendek tiktok edukatif infografis fotografi cerita pendek dongeng httpstco4pvnostjyz
1717,positive,yoi concept film ni ki httpstcohlvbzguaz2
1718,positive,cw horor nihao sender nonton film merinding parah sampe pikir berharihari rekomen film horor taiwan gak httpstcottpykskouq
1719,positive,raya pridemonth nonton film ajar self love cinta dunia kadang gak ramah 7 rekomendasi film tema queer ala magdalene tonton pride month httpstcob3vqcuy18n
1720,positive,mujizat nyata layak film bollywood 242 tumpang 1 orang selamat celaka pesawat boeing 787 dreamliner air india ramesh viswaskhumar lolos celaka pesawat lompat pesawat ramesh kur 11a kursi kelas httpstcoj8kxvpudpb
1721,positive,iphone vs 35mm film httpstcovjnkdcb0zc
1722,negative,top 10 netflix nonenglish series netflix worldwide mad unicorn produksi gdh bagus ngikutin series aja nih httpstco6nhcjjsmkm
1723,positive,gm serbia on 35mm film httpstcowclzj8dcz1
1724,positive,agnezmo pantau ambil adegan reacher via ig phillymag httpstco7mcsdtxtaa
1725,positive,p info acara full ngakak langsung movieverse meet amp
1726,positive,lucu ledak tawa film gjls banget angkat fenomena sosial surat kritik sirat dangdut kampanye politik percaya dukuntakhayul leceh seksual tagih judi online risiko httpstcobowmx5oqau
1727,positive,gratis nonton film gowok xxi cgv cepol 1 download apps tix id 2 buka buatlogin akun 3 masuk profil pilih menu voucher 3 masuk kode voucher txgowokuncut 4 pilih film gowok bioskop dekat 5 pilih kursi jam tayang 6 lupa httpstcopbdrjwovqw
1728,positive,jdm rekomendasi 14 film2 healing ya cerita gak berat2 banget alur lambat cinematography nya bagus mo nambahin filmdorama healing versi httpstco25eonlwoek
1729,positive,khawatir gimana ya kamanjaya muda bawa devano khawatir bayar lunas performa devano bilang peaknya nonton gowok kamasutra jawa tayang bioskop httpstco0qtew6qjj9
1730,positive,maheshbabu career lo fav film maharshi in gemini httpstcolkcjaujlwk
1731,positive,sekertaris tobrut paksa boss full film httpstcozejlqiocdg httpstcoro1iqjg3g5 httpstco4kk8asxqgx httpstcons3mm4exle
1732,positive,film gjls ibu ibuibu gimana kalo film curaaaanggg
1733,positive,film series latar jerman kesan buat httpstcooxx6ajmyg9
1734,negative,rl suka horor thriller gore temenan drop film tonton ntar gua samper qrt mdni httpstcox1j4xokeuc
1735,positive,tiket nonton gratis mtix film random umur cari cema suprise show menu pilih film pilih layar duduk maksimal 8akun tinggal bayar admin 4rbtiket httpstcolyjw0gdt72
1736,positive,ngedate sinefil nonton film pas bioskop gue dicuekin proses kah diskus httpstcoeyeenwm0jp
1737,positive,kdm nonton film love reset udah tahap gak tau ketawa nang alias gila sihh httpstcoce7e9g0mqa
1738,positive,indeks brand reputasi aktor lee je hoon tempat posisi brand aktor film juni 2025 aktor lee je hoon tempat posisi berkat tampil film baru big deal lt
1739,positive,terima kasih 720469 tonton penuh panggil wulan dolan bareng bioskop nonton waktumaghrib2 yok dolan ramairamai bioskop nonton maghrib 2 httpstconjs4mirpb3
1740,positive,bang gustiii rindunyaaaaa httpstcog9vgjzdon3
1741,positive,guys tau gak sih film eksil 2022 sempet viral ngefans bgt sm mbak lola amaria trs tedxunpad ngundang acara yg nemenin nonton gak udh daftar tp gak temen mumpung mas early bird 80rb aja yg bareng rep yah pad httpstcov9komvr1br
1742,positive,wow gila film indonesia gowok karya hanung bramantyo aja pilih ajang film festival new york yg bikin ayat2 cinta ga sih httpstcoevqchdyy1d
1743,positive,judul gjls ibu beneran film komedi ga yg bikin mabok kecubung goblok goblok goblok rusuh rusuh rusuh amp
1744,positive,mbu mu film ya straw mulimu kasuku httpstcotlu0mexkvv
1745,positive,ina yan film wannan video naku ne httpstcoenfgqqhod1
1746,positive,status misi sasar kutip rm50 juta capai terima kasih ejen misi milik sokong kunci jaya filem animasi 1 malaysia ejenalithemovie2 eatm2 ejenali letsplay animy sapotlokal saluteanimatortempatan httpstcosk7o27html
1747,positive,official statement berat hati umum tayang film my beloved stranger jadwal 18 juni 2025 tunda tentu mohon erti temanteman terima kasih dukung update httpstcoaqx7pxiweb
1748,positive,eh bloopers film habibie amp
1749,positive,simpati beda lo pilih benefitnya nih musik film gaming sampe belanja tinggal klik aja kendali lo suka simpatiterbaikuntukmu httpstcolhlab020ch
1750,positive,kdm kenal park jinyoung dramafilm cr y klinkeasorn httpstcomtcj7lvjrh
1751,positive,udah 10 menit ketawain love you all httpstcoduehzm218a
1752,positive,ttjs tibatiba superhero pilih transplantasi organ jan sampe tinggal nonton aksiaksi kocak nan keren film hifive tayang cema xxi lebihasik nontonasikdixxi httpstcoxb5ubqzdog
1753,positive,malam ga tidur gara2 nonton film yg bagus banget httpstcof5mdvupurj
1754,positive,si devanodevano anak iis dahlia ya udah main film aja skrg ngitung2 umur pd suka dengerin dangdut gaa sii pas mas muda hehehe httpstcoxpwu1wtoer
1755,negative,tanyakanrl coba dah nonton film no more bets rekrut kerja masuk negera operasional tipu manfaat kondisi psikologis ekonomi film sponsor perintah tiongkok edukasi warga httpstcomyxrmzn2lv
1756,positive,film durasi panjang yg sender tonton durasi 4 jam 242mnt mvs httpstcopu2jbqshcx
1757,positive,selamat ulang rispo moga target realistis gjls ibu ibuibu 54 juta tonton capai sisa 53 7 juta aja 300rb tonton kalo masing2 ngajak 1000 tonton udah 300 juta tonton banget httpstcoufqc6a1l09
1758,positive,muda aniesbaswedan film alas emma warokka libat film senyum manies love story httpstcoch1b5l1mlj
1759,positive,250617 haru film x kcon japan 2025 parkgunwook after popup 0618 0723 korea tokyo thailand vietnam amp
1760,positive,mvs tuju kalo trilogy seru bangettttt saran film kaya gin tia httpstco6gg6vwuuxv
1761,positive,selamat meni yono bakrie amp
1762,positive,iphone vs 35mm film httpstcozwdwgxa7v8
1763,positive,sekhar kammula previous film la sai pallavi ku oru song vichi baiyagara reach athey mari intha song uh reach aganum kuberaa dhanushkraja httpstcofwh63ywvp7
1764,positive,film emosional intens sayang intens udah banget eh turun pas tp oke banget sih gua straw tonton netflix siap2 ikut nyesek httpstcodciw25wni6
1765,positive,mvs guys judul film kah seru httpstcovf4fxjlsrk
1766,negative,film sinting wajib tonton cinta horror bring her back a review thread review bring her back 2025 nessiehorreview film konsep populer horror eksekusi httpstcowvzpzciee0
1767,positive,neng kalo nonton filmseries yg couple nya tara si kaya si miskin nonton sinetron harqeel doang si pasang tara effort skill harta sampe level flirting nya tara httpstcoa6ouhmeqzi
1768,positive,casting film grepe grepe manajer full film httpstcouxaaqmqomx httpstco2rqorlrcjb httpstcoyjgraxcfil httpstcoby4vclqdgg
1769,positive,sebutin mvs kali bikin gamon klo sender sih aadc film yg bikin gamon abis nonton film bikin sender hujat masal httpstcozdemex16fu
1770,negative,straw people don t know how expensive it is to be poor miskin tuh gak gampang orang2 gak peduli paham sumpah gua nonton nang gilagilaan heartbreaking sesak pedih taraji p henson httpstcox4wgc3dqxv
1771,positive,film oke gaa yg udah nonton httpstcokjnk3jiksi
1772,positive,hassi aa rhhi sirpareshrawal sahab ya news dekhkar ish bth ka liyya film chorr diyya herapheri3 akshaykumar httpstcojewmfjaigl
1773,positive,film sepi minat ya siang cek nonton empire kosong melompong cerita komik tarik falconpictures promoin film httpstcouacxp7hhc9
1774,positive,hang film httpstcoovyi6aswxa
1775,positive,guis sender nonton mvs kek ni film berat sender baca2 riset gak httpstcoyqbn9pswhh
1776,negative,bocor film gjls ibu ibuibu nih pun10 rispo tidur kesurupann yaah melek po anantarispo liat laku rispo gjlsibukuibuibu tayang 12 juni 2025 cin polis cemas filmgjls gjls cinepolisid httpstco3j1q4xammz
1777,positive,3 ketemu tama ribet ngurusin usaha kisah cinta film a business proposal masuk netflix tanggal 13 juni httpstcoyiyslfju1d
1778,positive,wtsday6 sharing dicon day6 go wa besok jam 1900 wib pricelist photobook 165k keyring member 95k pc pob 75k polaroid 40k film postcard 15k group set postcard pola standee 100k unit set 2 pc 4cut postcard 150k 1 set versi a b dom depok udah httpstcovrijlxhmm2
1779,positive,rumah sewa syuting film mulyono raja tipu httpstcot2qpquavse
1780,positive,film senyum manies love story tampil kisah cinta muda anies baswedan istri romantisasi yg nuansa politik httpstcobrogiby70h
1781,positive,ego calva at the guadalajara international film festival httpstcoxkjwtgjwqc
1782,positive,rekomendasi film plot twist tingkat skill bahasa inggris httpstcoqp2wlkvtmd
1783,positive,official trailer film kampung jabang mayit hidup mati jalan iring subur jabang bayi taruh kutu konu haus tumbal takdir gelap bawa ritual maut hindar film angkat httpstcod7egmvvpjf
1784,positive,gillian at bfi london film festival 2012 httpstcoctvru7ovv1
1785,positive,wni wajib nonton rekomendasi film cerita anak magang ngakak tonton berkalikali bikin ketawa sentuh dar komedi anak magang pesan film kuat banget udah nonton httpstconnlyraherx
1786,positive,mama tiri suka jilmekin full film httpstcopq2imtf42j httpstco2rqorlrcjb httpstcoyjgraxcfil httpstcocmnjlkccmm
1787,positive,europeonscreen 55 film eos 2025 tonton gratis inti sih dateng aja venue kota sesuai jadwal sedia share rangkai tweet venuenya aja mint nih liat catet save tandain share httpstcoku8hwumrri
1788,positive,gaza hayya jiwa temu panti asuh satu takdir hilang rindu tanah lahir ceria bahaya intai film inspiratif rindu hilang gazahayya rindudankehilangan httpstcokrwmlzemst
1789,positive,hang film httpstcob74pvahqvm
1790,positive,gjls ibu satu film sains comedy documenter full bloopers turun iq laugh minutes rapet ngakak ampe bengek ga salah narget viewers 52 juta layak nyalip film avatar rest of history httpstcoytnc7o128p
1791,positive,rekam kejut edar media sosial aksi bak film laga jalan yogyakarta kendara motor libat cekcok salah layang tendang kungfu lawan peristiwa empat sonosewu bantul yogyakarta httpstcoodlel0gjfc
1792,negative,nya jokowi fufufafa skrng tdk proses tuntut rakyat utk adil perhati karna teriak hidup jokowi dr orang no 1 ri yg nama adil sdh gadai dlm film judul balas budi cc prabowo httpstconzi4x1rktn
1793,positive,muncul trailer film jalan pulang teror hantu marsinah diperanin shareefa daanish bikin merinding gabung 2 ratu horor pantengin ya 19 juni 2025 bioskop jalanpulang filmjalanpulang httpstcoekrr0vvqwt
1794,negative,sore kemarin 1406 unjung eye filmmuseum amsterdam salah museum film baik eropa pusat arsip putar restorasi lestari film belanda museum catat 650000 unjung milik koleksi httpstcoq6cp26sz8l
1795,positive,ready set action film penting hidup streaming ourmovie 13 juni disneyplushotstarid namkoongmin jeonyeobeen leesul seohyunwoo seoyiseo httpstcoldlae66uf0
1796,positive,pacitan paradise of java garin nugroho cocok studio alam shooting aneka film sila pacitan httpstcorxgxxtz396
1797,positive,emang garis biru promosi film ya guys httpstcob9w1zivn2l
1798,positive,brokeback mountain 2005 httpstcopanfyi10ac
1799,positive,sebab tinggal gusti irwan wibowo manajemen via kumpar httpstcootxtp3iyvy httpstcovogfayaubw
1800,positive,demen nonton film ginian bioskop sih film adegan tarung 15 menit nonstop total 13 adegan aksi skala gokil sih yuk nonton film action baik 2025 tayang bioskop indonesia httpstcoqybpi722k5
1801,positive,produser film gaza sesal tindak bioskop putus turun film gaza film gaza sekuel film hayya hayya 2 cerita isu palestina genosida produser film gaza erick httpstcofbeo91cirf
1802,positive,mvs tolong kasih judul film sulit cerna otak bikin hah film sih gila emg recomended gitu for me synecdoche httpstcov0rctvzoi5
1803,positive,tiket nonton filmfilm hollywood tayang udah beli aplikasi mtix loh ajakin keluarga nobar ya httpstcoxwmvc9ernc
1804,positive,cerita korban voluntir hotline rangkum jadi perkosa 1998 film dokumenter pendek ngasih detail bikin hati ngerasa gusar perintah usaha abur sejarah kelam lupa httpstcojw56dqz0wd
1805,positive,buku bagus tulis indo yg harap adaptasi film kalo sender ken tema feminisme genre drama amp
1806,positive,porno film cekelim yookmu teklif
1807,positive,sua bawa gembira suka cita hibur terang hidup bakat nyesel dm ig balas jarak salam abadi gustiwiw moga tenang pulang httpstcoz0owt7o0fq
1808,negative,rubah hidup coba stop nonton film prno 1 konsentrasi tambah 2 energi diarahin 3 pikir jernih 4 percaya tingkat 5 kontrol kuat silah coba 6 hidup ubah total
1809,positive,review film gowok kamasutra jawa httpstcoraclkd65bs
1810,negative,salah mvs horror thriller psikologis tonton umur hidup asli eenergi kuras habis banget pas film selesai httpstco64dcc26ptz
1811,negative,rispo emang turun ikan kayak tidur mata melek cuman goblok yg gjls ibu ibuibu film yg kocak nalar btw selamat ulang ke34 po httpstcopjsjjojd8p
1812,positive,n muv bau enak film coba cium bau enak lunar bau nggak enak n punya wangi bilang f habis bikin ya gimana n bau nggak lunar f nggak nggak bau namtanfilm httpstcojonl1dtuph
1813,negative,selamat film kampung jabang mayit film hasil visualisasi ritual2 seru cerita qwertyping asa feelnya beda film horror coba tonton deh trailer kampungjabangmayit httpstcom6ytvaddpv
1814,positive,debut jeropoint sutradara judul kayak drama isi horor castcast langgan horor horor gabung 3 kultur beda jawa sunda bal jalan pulang 19 juni 2025 bioskop jalanpulang httpstcoty3japwan0
1815,positive,innalilahi wa inna ilaihi rajiun tinggal dunia gusti irwan wibowo minggu 156 kabar anantarispo tweet akhir gustiwiw nonton film gjls httpstcoppaaixiobb
1816,positive,gila sih trailer film jalan pulang adegan ngeri filmjalanpulang jalanpulang httpstcoojbqtfsupm
1817,positive,tragedi film twilight zone tragedi layar film twilight zone the movie tewas 3 aktor tragis rekam kamera httpstcoddt6wc9vwt
1818,positive,ukuba asivelanga isibhamu besobuka film insizwa lena yesikibha esiyelo httpstcon4qweidwrl
1819,positive,film seru film jalan pulang nunjukin ngeri sosok hantu marsinah ngelakuin ritual dukun jawa sunda bal film garap mas jeropoint bener2 ga main2 jalanpulang filmjalanpulang httpstconf6momtkx3
1820,negative,review film gjls ibu ibuibu film definisi lucu ya lucu aja kalo ekspektasi lu ketawa ya film baik tonton target 54jt tonton mah ngawur 20jt realistis po review httpstcooxe2wmxhcy
1821,positive,si ernest kabur cuci dosa caci maki jokowi kayak biar film laen 2 gak kena imbas jungkal kyk cinta indah drama korea 50 ribu tonton gak sanggup capai 9 juta tonton turun 49k doang sakittt bnget ujung2nya duit httpstcooy02smrtdp
1822,positive,film bas kisah nyata hangat senang cocok older couple movie ketimbang romance hallmark menye2 tabur netflix cinta hangat sentuh httpstco84fq2ixbwe
1823,positive,great question rekomendasi film bantu ningkatin skor ielts 1 the kings speech 2010 bahasa inggris formal dialog kaya kosakata akademis historis kosakata film contonya
1824,positive,best superhero film of kollywood httpstcozi8upwagzv
1825,positive,abis nonton film yg tayang bioskop dgn scene ter epic entrance film ghaz assalamualaikum nodong senjata rpg wkwkw httpstcoebhyxewaar
1826,positive,saran filmseries seru netfl1x butuh hibur kelar uas tia
1827,positive,testimoni yono bakrie bobot banget film gjls ibu jelas detail gampang erti httpstcowrh84cxf31
1828,positive,not ga si mvs thrillerhorror banget peran peran yg saranin film with a similar premise dum tq httpstcoxbwvw7eiic
1829,positive,film benerbener bikin gereget 1 si karakter utama hadap nasib buruk tiada habis lupa plot twist nonton pasti kondisi rileks jamin kesel parah httpstcov49fipsvve
1830,positive,ketemu tetangga sepi suami kerja mulu mampir lanjut tau sendiri ga main gaplek sih series ringanringan gairah cocok cuaca ga tentu dear sachan netflix httpstcosee2vjoltx
1831,positive,jdm wowowowo ini nnton doramafilm masing dri mrka httpstcoixszaol36x
1832,positive,the ghost game korea horor rilis bioskop dunia agustus 2025 kim yerim baek jenna peran utama film undang bifan bucheon international fantastic film festival 2025 mvs httpstcom1vwfct0kn
1833,positive,mass reuni hizmi hifdzi hafiz apa serah pribadi mu dehh httpstcozw0atqmovi
1834,negative,taik film stress ajg ga sadis tekan batin amp
1835,positive,gjls ibu ibuibu film goblok beneran gjls bgt anjeeenggggggg capekkkkk ngakakkk bangsat ngide adegan bloopers dimasukin scene anjinggg lucu banget gak lu temuin macem gin film mana httpstcot68zwqwfca
1836,positive,gusy malem sender mo nobar netflix mas pacar ldr ya tolong rekomenin film bagus tonton tia
1837,positive,kalo nyari aksi masuk goronggorong film gak ketemu yg tampil sisi beda anies baswedan anak abah ayo ngumpul httpstcoouxqdsz8zi
1838,positive,aja kelar nonton film baru celine song materialists seru banget romantis subplotnya suka banget sih bioskop indonesia sonypicturesid httpstcogbaoh3bbfz
1839,positive,kdm film yoona ahn bohyun tayang agustus kocak banget plis httpstcojfwkkjdcem
1840,positive,jni film gw tunggu gambar ritual epic cinematic kampungjabangmayit ngasih cerita beda film horor indonesia wajib tungguin keprok atuh mangs qwertyping httpstco5lmravgaro
1841,positive,neng bgt nonton anne with an e 3 abisin 3 season hehehe btw gak ya filmseries yg tipe anne gilbert mvs httpstconipsrebt3j
1842,positive,bak film laga aksi kejar kendara sepeda motor mobil pick up kota jepara selasa 10 juni 2025 2000 malam informasi himpun mobil pick up jenis daihatsu grandmax berplat nomor k 9728 bp duga httpstcotnje4do3jv
1843,positive,giveaway cepet amp
1844,positive,bismillah juang dukung palestina demo jalur budaya film gaza hati httpstco2wkskfbl5o
1845,positive,blood brothers bara naga bilang godfathernya malaysia tp mingil dramaaction mafia dgn franchise game yakuza plot konflik karakter komedi sequence action momen2 flashback dgn franschice game yg poluler httpstcoruvcxvwuhl
1846,positive,hadir bal international film festival fadli zon jendela budaya indonesia dunia httpstco1e2iuxcoic okezonenews
1847,positive,lola amaria and djenar maesa ayu on the set of gowok kamasutra jawa now playing in theaters httpstcosstllujvby
1848,positive,yg sebut nama komen sampe muncul aduuhhh httpstcomjbeikkymd
1849,positive,koh ernest pamit twitter udah hapus akun httpstcoemjweobau4
1850,positive,info modif yg cuci salju sihh httpstcovxqnv2pnzw
1851,positive,europe on screen bentar 55 film 27 negara benua eropa tonton gratis link jadwal httpstcotr7fqkfchj
1852,positive,tebak judul film baru falcon pictures httpstcowbtuus6mem
1853,positive,huruhara satria mulia amp
1854,positive,uda sih inti mah film geblek rekomendid tonton dateng puyeng mikir hidup dewasa kek anjing pulang terbahakbahak rill film lucu bikin ketawa jinyoung lucu bikin naksir tengs httpstcoeibueezhdb
1855,positive,wen junhui at 27th shanghai international film festival 2025 jun junhui theshadowsedge httpstcodqb2ut8iqt
1856,positive,cm temen2 cinta film or dramadrama korea china indo thailand asia kah bantu tolong bantu isi kuisioner kuu 150170 responden hadiah gopay 100k 10 org loh info form yahh thankyou httpstco20rkw8lrao
1857,positive,film sulap now you see me rekomendasi film sulap favorit simin berat plot twist ending suka httpstconovoqxqllt
1858,positive,tonton tarik anak muda aktivis ugm 90an ambil peran film ringan bgt amp
1859,positive,nyala abang film romansa muda anies baswedan petcah seru penuh emosi tertawa 12 juni 2025 tiket pesan aplikasi xxi m tik httpstcomk3yn17fqr
1860,negative,jatuh cinta filmfilm film 10 things i hate about you httpstcogpaduevvcp
1861,negative,12 juni film gaza karya sutradara jastis arimba tayang bioskop 40 untung palestina 60 sisa bikin film manusia mari buat yg doa donasi demonstrasi karya aksi nyata film salah upaya lawan genosida httpstcotydjs56fza
1862,positive,hmm 1 iblis mah kudu narsis ya mvs horor indonesia kadang bingung ngebedain filmfilmnya httpstcouic4s9yoct
1863,positive,oyi saran film series korea oke reksss ojok seng romance menye menye comedy ngabrut thriller horror gpp pol
1864,negative,blood brothers bara naga jujur gua gak ekspektasi apa2 eh pas nonton boom bagus full action sampe gregetan seru bikin ngakak dialog2nya sial gak heran kalo film action laris no 1 malaysia httpstcoqmojfbbjtr
1865,positive,ffi 2025 apasiapa aja jago masuk nominasi taun httpstcogotxgyzazp
1866,positive,lee minho shin seungho presscon film omniscient readers viewpoint gemes bangetttt kdm httpstcobb0dtbrcxu
1867,negative,japan yoi concept film heeseung cut httpstcoyfic0n799m
1868,positive,gratis tiket nonton film gowok cgv cepol xxi step 1 masuk apk tix id mtix 2 masuk profile 3 masuk voucher 4 masukin kode txgowokuncut 5 muncul vouchernya 6 langsung pilih film gowok pilih tanggal amp
1869,positive,film laga perang besar 2025 believe takdir mimpi berani film believe hadir nilainilai patriotisme nasionalisme kisah nyata juang tni sejarah arah httpstcohjihtpp8om
1870,positive,nobar film horor banget cc violetacalytrix karisharl httpstcod4xwwjdq4q
1871,negative,meledakkkk syafiq yusof bar bar aja bikin film action film laris no 1 malaysia sutradara bareng abhilash chandra sbg first time director nonton ohya pantessss nih kasih review film blood brothers bara naga httpstcoo4z8cfpnh1
1872,positive,parasite 2019 dir bong joonho httpstcoy3sqshvuzx
1873,positive,gjls ibu ibuibu film udah kocak bioskop salah nayangin film httpstcoprvfi7azrn
1874,positive,yebaniutki spiderman httpstcodfgtc6vlqp
1875,positive,mari sambut salah film action thriller baik amp
1876,positive,ken lancar bahasa inggris kosakata2 keren mending nonton film legally blonde deh guys lesson fun lucu dapet semuaa serius nih film seruuu bangettt bonus bikin english lancar httpstcoqsu1vhhylx
1877,positive,star gasabarr nunggu film jisoo yg tayang httpstcokyoht5rxoc
1878,positive,film nih main rigen indra jegel tora sudiro praz teguh indro warkop andre taulany httpstcopn76x8vhgr
1879,positive,mvs guys cuman ngasih tau kalo film indah banget salah film suka huhu judul il mare yaa httpstcogcnvyovuzn
1880,negative,invu 4k fancam taeyeon the tense concert in honkong 250607 httpstcogibotakiyw taeyeon taeyeon thetense in hongkong httpstcol26yiavtso
1881,positive,panas film ya ayo anak abah gass teross httpstco1cupchooyr
1882,negative,nct moho mobile bikin ngatur memori yg diapus trus error doy inget si udah gak lihat memori yg udah diapus mvnya kyk film scifi httpstcoikqamx1ijl
1883,positive,korang scene ni korang sapa first love korang misi aktif serbu pawagam sokong ejen ali the movie 2 pawagam ejenalithemovie2 eatm2 ejenali letsplay animy sapotlokal saluteanimatortempatan httpstcombdwvexo04
1884,positive,tangan laki2 gak sih yg pake kuteks merah httpstco8q97buuyyz
1885,positive,gowok kamasutra jawa star aldy bisl with baila of no na in newly shared pictures bailasfauri new secret member httpstcohj2smdopbl
1886,positive,kabar duka komika main film ananta rispo instagram stories akun x milik abar musisi gusti irwan wibowo kenal gustiwiw tinggal dunia selamat jalan gustiwiw gt
1887,positive,sender midnight bikin tegang door lock kalo bikin tegang rekomen film yg tipe makas kdm httpstcoeoymx4pkkf
1888,positive,34 bioskop kazakhstan film kartun indonesia jumbo putar tanggal 26 juni 2025 indonesia jumbo raih rekor 10 juta tonton rasa hangat budaya indonesia dubesrikazakhstantajikistan inidiplomasi bungfadjroel kemlu ri mfa kz httpstcoatajcmmjis
1889,positive,nihao persen film dongji island masuk indonesia pym sender nonton banget nih tolong bilang 100 ya httpstcoqagibr1kny
1890,positive,yap saran series film yg wajib tonton n3tpl1k thx
1891,positive,huda is
1892,positive,kdm tau film omniscient readers viewpoint the great flood sutradari sutradara kim byungwoo garap film the terror live 2013 duaduanya seru tegang httpstcojls242fgs7
1893,positive,mvs film kagak httpstconcrv2ft7yd
1894,positive,bayangin rumah park sungjin trs minggu males malesan bareng nonton film sofa tidur lengan besar trs peluk trs ciu httpstcom4p17vfviv
1895,positive,pen nnton film bjir dwit gwehj sisa 600 rebu sampe gas ga ya httpstcostijeo3uqa
1896,positive,250614 shanghai film festival wulei httpstcolazmvatbo2
1897,positive,orang orang kaget idol berani ngomongin wamil yg anggap sakral inget film dokumenter rpwp buka kim namjoon bilang bawa idol usia 30 tuh manis yg bicara negatif personal httpstcomtsicmekub
1898,negative,dore ibintu 5 utigeze umenya muri prison break 15 wentworth miller michael scoffed yarwaye indwara yagahinda gakabije nyuma yo gukina iyi film depression birakomeza httpstcodhxeaa0rn1
1899,positive,how to train your dragon overall skor bagus banget nih gimana yg udah nonton puas httpstcoqnmyta8iny
1900,positive,saksi film dokumenter afsya bela hutan adat youtube watchdoc documentary httpstcotitnoubhev 2001 1 juta hektar lahan tutup hutan hilang tanah papua 250 ribu kebun kelapa sawit 39 httpstcoq9oywp8yet
1901,positive,bole ga au nya i244am aja angkat film layar lebar cocok banget plis httpstcoqzxer3nksn
1902,positive,hi five potensi banget sih kembang universe alias kami aja sih ken nontonin si 5 karakter sayang hint film sequel gitu ya ngarep aja ye httpstcorjddrzmmvc
1903,positive,new look at leya princy in riri riza s musical film rangga amp
1904,positive,festival film indonesia badan film indonesia bpi 2014 konsisten libat selenggara ffi logo bpi gak publikasi ffi cek reply info httpstconkhddgp8zb
1905,positive,thalaivan str um vettrimaaran um serndhu og north madras gangster film epdi edukanum nu class eduka poraanga anbu mavane dhanushkraja daddy is coming da httpstcomdhdtu8nch
1906,positive,20 juta anak abah tonton film senyummanies rekor tonton film jumbo salip httpstcobu9wyillkg
1907,positive,main film omiscient reader the prophecy film nya tayang 23 juli 2025 bioskop kdm httpstco31xagyjibr
1908,positive,film ajar cinta ambil berani ambil sempat kau hilang
1909,positive,a srikanth odela film theparadise in cemas 260326 worldwide httpstco6c5wmbu6au
1910,positive,coba tebak usd total uang tumpu minton bocorin jawab httpstcoe2ifiokyfz
1911,positive,kalo pelet mempan gak ya httpstcodfw2mhoknz
1912,positive,saksi film dokumenter afsya bela hutan adat youtube watchdoc documentary httpstcotitnoubhev mayoritas masyarakat papua masyarakat adat subsuku afsya anggap hutan mama sumber hidup sumber hidup httpstcok3iwlec4dz
1913,negative,sore izin minnur sembah film judul nur intan nurholic phoenix the destroyer film adaptasi kisah nyata mana 1897 dik nuy kendali phoenix nya hancur kota nurholic sosok pria httpstcobno7l9mkkq
1914,positive,gjls ibu ibuibu dekat berani unik pilih tayang buka mantap sih renung harap realita komedi absurd film tuh kaya potret realita hidup pemuda kondisi kameonya httpstcosjphbvwrf3
1915,positive,yap kuliah tuh lakuin kuliah gitu kaya main game nonton film gitu aja
1916,positive,yaaay aghniny main horor so far suka film mainin genre baru teasernya sungguh bikin penasaran lepas tahlil 10 juli bioskop httpstcodtrwswlyph
1917,positive,omoh blue film dey chop data oo
